"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Text","At Higher Levels"
"侦测毒性和疾病","PHB'14","231","1环","1 动作","Concentration, up to 10 minutes","预言 (ritual)","自身","声音, 姿势, 材料 (一片红豆杉叶)","圣武士, 德鲁伊, 游侠, 牧师","","你在法术持续时间内可以感测并定位 30 尺内的毒素、有毒生物以及疾病。你还可以判断所感测毒素、毒物或疾病的具体类别。该法术可以穿透大多障碍，但仍会被 1 尺厚石质或 1 寸厚金属质，或一层薄铅质，或 3 尺厚木质或泥质材料阻隔。",""
"侦测毒性和疾病","PHB'24","262","1环","1 动作","Concentration, up to 10 minutes","预言 (ritual)","自身 (30-尺 半径)","声音, 姿势, 材料 (一片红豆杉叶)","圣武士, 德鲁伊, 游侠, 牧师","","在持续时间内，你能感知到自身周围30英尺范围内的毒药、有毒或带毒生物以及魔法传染源的位置。你能感知到每种情况下的毒药、生物或传染源的类型。法术被1英尺厚的石头、泥土或木头；1英寸厚的金属；或薄铅板所阻挡。",""
"侦测魔法","PHB'14","231","1环","1 动作","Concentration, up to 10 minutes","预言 (ritual)","自身","声音, 姿势","吟游诗人, 圣武士, 奇械师, 德鲁伊, 术士, 法师, 游侠, 牧师","","你在法术持续时间内能感测到30尺内存在的魔法。感测到魔法的存在后，你可以使用动作，来看到任何你能看见的具有魔法的生物或物件周围环绕着微弱的灵光，并分辨出其所属的魔法学派（若有）。该法术可以穿透大部分障碍，但仍会被1尺厚石质，或1寸厚金属质，或一层薄铅质，或3尺厚木质或泥质材料阻隔。该法术可以穿透大多障碍，但仍会被 1 尺厚石质或 1 寸厚金属质，或一层薄铅质，或 3 尺厚木质或泥质材料阻隔。",""
"侦测魔法","PHB'24","262","1环","1 动作","Concentration, up to 10 minutes","预言 (ritual)","自身 (30-尺 半径)","声音, 姿势","吟游诗人, 圣武士, 奇械师, 德鲁伊, 术士, 法师, 游侠, 牧师, 邪术师","","在持续时间内，你能感知到自身周围30英尺内的魔法效果。如果你感知到这样的效果，你可以采取魔法动作，看到任何可见的带有魔法的生物或物体周围有微弱的光环，如果这个效果是由法术创造的，你将了解法术的魔法学派。法术被1英尺厚的石头、泥土或木头；1英寸厚的金属；或薄铅板所阻挡。",""
"信仰守卫","PHB'14","246","4环","1 动作","8 hours","咒法","30 尺","声音","牧师","","一个大型的幽灵守护者出现在施法距离内一个你能看见且由你指定的未被占据空间，并在法术持续时间内在该处悬浮。占据该空间的守护者除了一把闪光的剑和饰有你守护神标志的盾牌外，其他部位都只是一片模糊。任何与你敌对的生物在一回合内第一次进入守护者身边 10 尺范围内时必须进行一次敏捷豁免。豁免失败者将受到 20 点光耀伤害，豁免成功则伤害减半。守护者在造成总共 60 点伤害后随即消失。",""
"信仰守卫","PHB'24","281","4环","1 动作","8 hours","咒法","30 尺","声音","牧师","","一个大型的幽灵守护者出现，并在法术持续时间内在你视野范围内的未被占据的空间中悬停。这个守护者占据该空间并且是无敌的，它以适合你的神祇或万神殿的形式出现。任何敌人在回合中首次移动到守护者10英尺范围内的空间，或者在其回合开始时位于那里，都必须进行一次敏捷豁免检定，如果失败，则受到20点辐射伤害，如果成功，则受到一半的伤害。守护者在总共造成了60点伤害后消失。",""
"修复术","PHB'14","259","戏法","1 分钟","Instantaneous","变化","触及","声音, 姿势, 材料 (两块天然磁石)","吟游诗人, 奇械师, 德鲁伊, 术士, 法师, 牧师","","该法术修复你所触碰一个物件上的一处破损或裂缝，例如修复一条断裂的链条，或者一把碎成两半的钥匙、一件撕裂的斗篷、一个漏了的酒袋等。只要破损或断裂处在任意方向上都不超过 1 尺，你就可以不留痕迹地修复它。该法术可以从物理上修复一件魔法物品或一个构装体，但不会恢复这类物件上的魔法。",""
"修复术","PHB'24","297","戏法","1 分钟","Instantaneous","变化","触及","声音, 姿势, 材料 (两块天然磁石)","吟游诗人, 奇械师, 德鲁伊, 术士, 法师, 牧师","","这个法术可以修复你触摸的物体上的一个断裂或撕裂，比如一个断裂的链条环节、两半断裂的钥匙、一件撕裂的斗篷或一个漏水的酒囊。只要断裂或撕裂的尺寸在任何方向上不超过1英尺，你都可以修复它，并且不会留下任何先前损坏的痕迹。这个法术可以物理修复魔法物品，但它不能恢复物品的魔法效力。",""
"借鉴才学","SCC","37","2环","1 动作","1 hour","预言","自身","声音, 姿势, 材料 (一本价值至少25gp的书)","吟游诗人, 吟游诗人, 法师, 法师, 牧师, 牧师, 邪术师, 邪术师","","你从往昔的魂灵中获取知识。选择一项你没有熟练的技能。在法术的持续时间里，你拥有所选技能的熟练项。如果你再次释放该法术，该法术会提前结束。",""
"假寐术","XGE","151","3环","1 动作","10 minutes","惑控","30 尺","姿势, 材料 (一撮沙子)","吟游诗人, 吟游诗人, 奇械师, 术士, 术士, 法师, 法师","","你做一个使人平静的手势，在施法距离内，你选择最多 3 名你可以看见的自愿生物在法术持续时间中进入昏迷状态。如果生物受到伤害或者某人使用动作将他摇醒，对于那个目标法术会提前结束。如果目标在整个持续期间都保持昏迷状态，目标会得到一次短休的好处，但是在完成一次长休之前将不能再受到这个法术的影响。"," 升环施法效应. 当你使用四环或更高的法术位施放该法术时，使用的法术位每高一环，你就可以多指定 1 个额外的自愿生物作为目标。"
"假死术","PHB'14","240","3环","1 动作","1 hour","死灵 (ritual)","触及","声音, 姿势, 材料 (一把坟土)","吟游诗人, 德鲁伊, 法师, 牧师","","你触碰一自愿生物并将其变得如死去一样的僵直状态。你可以用一个动作再次触碰该目标以终止该法术。在法术持续时间内，对目标进行的任何肉体检查和法术检测都显示目标已处于死亡状态。该状态下的目标陷入目盲以及失能状态，且其移动速度降低为 0。目标对除了心灵伤害外的所有伤害类型具有抗性。如果目标在受术时正陷入疾病或中毒状态，或者在法术生效时陷入疾病或中毒状态，则这些状态在该法术持续时间内受抑制而无效，直至法术终止时再恢复生效。",""
"假死术","PHB'24","271","3环","1 动作","1 hour","死灵 (ritual)","触及","声音, 姿势, 材料 (一把坟土)","吟游诗人, 德鲁伊, 法师, 牧师","","你触碰一自愿生物并将其变得如死去一样的僵直状态。在持续时间内，目标对外检查和用于确定目标状态的法术看起来像是死了。目标具有目盲和失能状态，且其速度为0。目标对所有伤害（心灵伤害除外）具有提升抗性，并且对中毒状态具有免疫。",""
"假象术","PHB'14","260","5环","1 动作","Concentration, up to 1 hour","幻术","自身","姿势","吟游诗人, 法师","邪术师","你变为隐形，同时在你站的地方出现一个和你一样的幻象分身。分身会持续存在至法术持续时间结束；但如果你发动攻击或施展法术，则终止该隐形效应。你可以用你的动作将分身以至多两倍于你的速度移动，并且可以让他打手势、说话，以及以任何你指定的方式行事。你可以通过分身的眼睛视物，用分身的耳朵聆听，如同你处于它的位置一样。你可以在自己回合内以一个附赠动作在自己与分身的感官间切换。而当你使用分身的感官时，本体周边的事物对你而言等同于处于目盲且耳聋的状态。",""
"假象术","PHB'24","299","5环","1 动作","Concentration, up to 1 hour","幻术","自身","姿势","吟游诗人, 法师, 邪术师","","在你站立的地方出现你的幻象分身的同时，你获得了隐形（隐形）状态。分身持续到法术结束，但在你进行攻击检定、造成伤害或施放法术后，隐形状态会立即结束。作为一次魔法动作，你可以将幻影移动至多两倍你的速度，并让它按照你选择的方式做手势、说话和行为。它是无形的，且不可伤害。你可以通过它的眼睛看东西，通过它的耳朵听声音，就好像你位于它所在的位置一样。",""
"催眠图纹","PHB'14","252","3环","1 动作","Concentration, up to 1 minute","幻术","120 尺","姿势, 材料 (一根点燃的薰香或装有磷光材料的水晶小瓶)","吟游诗人, 术士, 法师, 邪术师","","你在施法距离内一处边长 30 尺的立方区域内创造出一个在空中舞动旋转的彩色图纹。图纹在出现片刻后消失，然后迫使区域内每个看到它的生物进行一次感知豁免，豁免失败者将在法术持续时间内被魅惑。被该法术魅惑的生物陷入失能状态，且速度降为 0。如果受术生物受到任何伤害，或有其他生物用动作将其从恍惚中摇醒，则其身上的此效应将提前终止。",""
